Gene	ADHD	AD	AF	BP	CD	Celiac	CAD	DrinkWeek	FG	GRT	IBD	Insomnia	Intel	SLE	MDD	MS	PBC	ReactionTime	RA	SCZ	SleepDuration	SWB	T1D	T2D	UC	VNR	Worry	ALT	ALP	TC	Glucose	HbA1c	HDL	LDL	SHBG	TST	TBIL	TP	TG	EOS	LYM	MCH	MONO	PLT	RDW	RBC	WBC	BMD-HT	Balding	BMI	Height	WHR	DBP	SBP	BreastCancer	ECOL	EY	Smoking	AIT	Eczema	ASM	CVD	HTN	HT	RR-ENT	BMR	FEVi/FvC	FVC	NRT	MorningPerson	HAIR	MNR	MNP	NCH
ACP5	0	0.06671885	0	0	0.087727256	0	0	0	0	0	0.09886473	0	0	0.042809434	0	0.08460131	0.073033504	0	0	0	0	0	0	0	0.07547904	0	0	0.0328292	0.036312923	0.045944735	0	0	0	0.03899815	0.04603413	0	0	0	0.039035033	0.0587981	0.040208783	0.06106609	0	0.0692392	0.04277181	0.04428279	0.05857462	0	0	0	0	0	0	0	0	0	0	0	0.049668893	0	0	0	0	0.058569565	0	0	0	0	0	0	0	0	0	0
ACSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032346435	0	0	0	0	0	0	0.04374507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06239204	0
ACSL3	0	0	0	0.03680621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10052775	0	0.1236786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07980037	0	0	0	0	0.08355749	0	0.068788186	0.09008125	0	0	0	0	0.047033705	0	0	0	0.051672313	0	0.11702054	0.08951332	0.090777256	0	0	0	0	0
ACSL4	0	0	0.10831294	0	0.058806162	0.054229684	0	0	0	0.09500126	0	0	0	0	0	0	0	0	0	0.10870604	0	0.1572079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051693145	0	0	0.0742299	0	0	0	0.056047145	0.09131025	0.09208968	0	0	0	0	0	0.08312589	0	0.09932446	0.10398509	0	0.0907321	0.06413992	0	0	0	0.076079264	0.09944073	0.12474543	0.089015536	0.099478215	0.094244845	0	0	0.04146488	0
ACSL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04525911	0	0	0	0	0	0	0	0.029193303	0	0	0.042927224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028562155	0	0	0	0.0393285	0.03020125	0.035800144	0.036866598	0	0	0.033977196	0	0.035629585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07350697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033956982	0	0	0
ACSS3	0.0512241	0	0	0	0	0	0	0	0	0.09297209	0	0	0	0	0.095754966	0	0	0	0	0	0	0	0	0	0	0	0.07427743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09766712	0.10266734	0	0	0	0	0	0	0	0	0	0	0	0.086422205	0	0.055579316	0	0
ACTA1	0	0	0	0	0	0	0.037824735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032747287	0	0	0	0	0	0	0.046361938	0.037664894	0	0	0	0	0	0	0	0.048801035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTA2	0	0.049871277	0	0	0	0	0.09059494	0	0.03483748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052560683	0	0	0.06394567	0.043591086	0	0	0	0	0	0	0	0	0	0.09000681	0	0.040094886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05570392	0	0	0
ACTB	0	0.15594806	0	0	0.13264179	0.07894695	0.057140134	0	0.08524967	0	0.16163059	0	0	0.0659577	0	0.1446857	0.18152101	0	0.06241628	0	0	0	0.09534242	0	0.15221894	0	0	0.06560679	0.09618217	0.118722856	0	0.106789686	0.15975584	0.08763131	0.0689224	0	0.044371754	0.07230736	0.11475776	0.07945184	0.09852327	0.13556887	0.053275753	0.15364456	0.14035618	0.08885701	0.083381474	0	0	0	0	0	0	0	0	0	0	0	0.09513485	0.061674517	0	0	0	0.081384465	0	0	0	0	0	0	0.07330638	0	0	0
ACTC1	0	0	0	0	0	0	0.056109693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1	0	0.16741249	0	0	0.13768783	0.08020666	0.049098376	0	0.092774294	0	0.17076524	0	0	0.07415046	0	0.16510458	0.19230966	0	0.06120494	0	0	0	0.09825747	0.029412236	0.1685724	0	0	0.07328735	0.09605061	0.12721726	0	0.12254025	0.16401447	0.09508675	0.08825889	0.039093524	0.06982509	0.0660628	0.12275	0.092899986	0.09840286	0.15497293	0.050514024	0.16984722	0.15753329	0.10712719	0.08300582	0	0	0	0	0	0	0	0	0	0	0	0.10304346	0	0	0	0	0.08922003	0	0	0	0	0	0	0.08448998	0	0	0
ACTG2	0	0	0.095852755	0.050905343	0	0	0.114098564	0	0	0	0	0	0	0	0	0	0	0.07943485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06411427	0	0	0	0	0	0.103315696	0	0	0	0	0	0	0
ACTL10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031509563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	0	0	0.10701373	0.06987073	0.048112772	0.09032002	0.1512442	0	0.0893484	0	0.05894165	0.082491495	0.07937463	0.0828071	0	0	0.05942366	0.121988766	0	0	0	0	0	0.033264004	0	0	0	0.0659173	0	0.046395365	0.036245413	0	0.07668121	0	0	0	0	0	0	0	0	0	0	0.13207015	0	0	0	0	0	0	0.04828471	0	0.09521083	0	0	0	0	0	0.040696923	0.07240463	0.07058465	0	0	0	0.06143758	0	0.13296404	0	0	0	0.08609469	0	0	0
ACTN2	0	0	0	0	0	0	0.036354844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN4	0	0	0	0.0627052	0	0	0.11367135	0	0	0	0	0	0	0.034870908	0	0	0	0.08083003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08867743	0	0	0	0	0	0	0.042434357	0	0.11378712	0	0	0	0	0	0	0	0.05624664	0	0	0	0	0	0.102332994	0	0	0	0.048963048	0	0	0
ACTR10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04905291	0	0	0	0.038700353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03922847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057428524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR2	0	0	0	0	0	0	0.03646557	0	0	0	0	0	0	0.030351406	0	0	0	0	0.044807546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3	0	0.048733227	0	0	0	0.054234788	0.06229106	0	0.05687268	0	0	0	0	0.059803136	0	0.05116793	0.06688192	0	0	0	0	0	0	0	0	0	0	0.043716833	0	0	0	0	0.053357262	0	0	0	0	0	0	0	0	0	0	0.07136517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052006517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025155429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039996784	0
ACVR1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029544028	0	0.034867954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09202832	0	0	0	0	0
ACVRL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05202766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06419588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039209165	0
ACYP2	0.051310763	0	0	0.04181148	0	0	0	0	0	0.10941854	0	0.05233982	0.09226489	0	0.10642198	0	0	0.101260714	0	0.10174498	0.08852139	0.14901221	0	0.025881553	0	0.081255086	0.08967057	0	0	0	0.031671073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09203927	0	0.11323031	0	0	0.08993313	0.09353093	0.06654896	0.11430374	0.12295894	0.12063785	0	0	0.0415081	0.05743556	0.079240985	0	0	0.10662684	0.1051097	0.098784275	0.10591586	0.09637494	0	0.0613517	0	0.0626728
ADAM10	0	0.04365752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM12	0.055525523	0	0.10225771	0.04613546	0	0.05204173	0	0	0.061556645	0	0	0.07656623	0.08964544	0.033522908	0.09341304	0	0	0.11743085	0	0.08928322	0.09050804	0.16349009	0	0.03338992	0	0	0.07951311	0.03562902	0	0	0.059629504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04359847	0.1506773	0.13528952	0.09615746	0.032802753	0	0.09205132	0	0	0.14883377	0.11405994	0	0.04983888	0.05598842	0	0	0	0	0.05505682	0.09459515	0.11119295	0.103552975	0.10100451	0.09488946	0.060657248	0.101562686	0	0.095065735
ADAM15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038560607	0.029483998	0	0	0.04268813	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05005544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM17	0.06979489	0	0.10631036	0	0	0.038829118	0	0.056898575	0	0.11856782	0	0	0.07923877	0	0.11175384	0	0	0.08371517	0	0.10851744	0.08112716	0.16905332	0	0	0	0.07760924	0.08016401	0.036819566	0	0	0.03407681	0	0	0	0	0	0	0.045270048	0	0.0461074	0.039373368	0	0.061408766	0	0	0	0.05011399	0.1303062	0.122290865	0.11769599	0	0.06489625	0.09418874	0.097401306	0.08836465	0.110490195	0.12190649	0.12993693	0.040544808	0.07612619	0.050091248	0.058873553	0.08765626	0.044833746	0.06934136	0.11390989	0.1261976	0.11589658	0.10979023	0.11140021	0	0.058646318	0.039909195	0.08942427
ADAM19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05503341	0	0	0	0.053412385	0	0.10607426	0	0	0	0	0.05838395	0	0
ADAM33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07553188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09424985	0	0	0	0	0.06895873	0	0	0.100710124	0	0	0	0	0	0	0.04351238	0	0.12297267	0.1112395	0	0	0	0	0	0.066234335
ADAMDEC1	0	0	0	0	0.047385328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS1	0	0	0	0	0.08083394	0	0	0	0	0	0.073987395	0	0	0	0	0	0	0	0.043045063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060146023	0.052327335	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053308923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS12	0.06445285	0	0.10345959	0	0	0	0	0	0	0.11367019	0	0.04719409	0.07326785	0	0.12417906	0	0	0.111023806	0	0.104307815	0.08746406	0.16579928	0	0.028410023	0	0.067444615	0.08529874	0	0	0	0.04254887	0	0	0	0	0	0	0.039477892	0	0	0	0	0	0	0	0	0	0.09927199	0.09818949	0.103048384	0	0	0.09299994	0.08857278	0.07201035	0.11656727	0.12446376	0.104720786	0	0.050094906	0	0	0.07020419	0	0.04455123	0.114041165	0.12553371	0.08890776	0.11152717	0.10697079	0.057822715	0.06459332	0	0.07145162
ADAMTS17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044625677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061142717
ADAMTS19	0	0	0	0.033022683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12709475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0502718	0	0	0	0	0	0	0	0	0	0.08853022	0.10176075	0	0	0	0.08431395	0	0	0.0913009	0	0	0	0	0	0	0	0	0.04367675	0	0.13012663	0.10436619	0	0	0	0.054110263	0	0
ADAMTS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035540648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS4	0	0	0	0	0.10261638	0	0	0	0	0	0.11881011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056256387	0	0	0.05900538	0	0	0	0.06940601	0	0	0	0	0	0	0	0	0	0	0	0	0.12067056	0.07644942	0	0	0	0.050402064	0	0	0	0	0	0	0	0.036192175	0
ADAMTS5	0	0	0	0	0	0	0	0.05892731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04203438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057141636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051069967	0
ADAMTS6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09196168	0	0	0	0	0	0
ADAMTS7	0	0	0	0	0	0	0.044105418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03216589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS8	0	0	0	0	0	0	0.044597287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9	0	0	0	0.060340326	0	0.0497723	0.067781344	0	0	0	0	0.06584337	0.079447456	0	0	0	0	0.12860613	0	0.09035829	0.07034542	0	0	0.034775198	0	0.067401946	0.07534426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07918084	0.08830196	0	0	0	0.096697845	0	0	0.09901311	0.10060849	0	0	0.053005595	0.04683504	0	0	0	0.04223555	0.09015317	0	0	0	0.096812315	0.049000096	0.06956084	0	0
ADAMTSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03360309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027345484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08678296	0	0	0	0	0	0
ADAMTSL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051263433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028745737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06694685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL4	0	0	0	0	0	0	0	0.048386514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039131884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06483575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAP2	0	0	0	0	0	0	0.055123717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026900671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03559482	0.044363134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADARB1	0.12241519	0	0.1884272	0.05030304	0	0	0	0	0	0.18925129	0	0.04960303	0.1376767	0	0.20320432	0	0	0.14905185	0	0.17709827	0.12376618	0.24382827	0	0	0	0.13687503	0.13132706	0	0	0	0.032061625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1325923	0.1189099	0.17992064	0	0.06279247	0.15259284	0.14418902	0.11883867	0.16585058	0.18968219	0.19891435	0	0	0.045146573	0.07376995	0.11933694	0	0.05873334	0.16909502	0.205266	0.14295052	0.16078036	0.16717565	0	0.06775665	0	0.10187185
ADCY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045451757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07025665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029221613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY5	0	0	0.10880427	0.04944458	0	0	0.101425394	0	0	0	0	0	0	0	0	0	0	0.09010276	0	0	0	0	0	0.02690895	0	0	0	0	0	0	0.046938684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04853651	0	0.09069899	0.08379464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY6	0	0	0	0	0	0	0.040650424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046969328	0	0	0	0	0	0	0	0	0	0	0	0
ADCY9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09934085	0	0	0	0	0	0.06730604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09593811	0	0.10715217	0	0	0.10964048	0.105411544	0	0	0	0	0	0	0	0.06750904	0.09518661	0	0	0	0	0.08478822	0	0	0	0	0	0.06532041
ADCYAP1R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030189384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03323733	0
ADD3	0	0	0	0	0	0	0	0.08254544	0	0	0	0	0	0	0	0	0	0	0.05347932	0	0	0	0.09846083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04108652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06132367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRB3	0.108590074	0	0.13272895	0.06062621	0	0.040751494	0	0.06075986	0	0.16835561	0	0.10912372	0.14583237	0	0.18324341	0	0	0.1641562	0	0.18825819	0.14352064	0.24429391	0	0.026711777	0	0.12581183	0.14656256	0	0	0	0.060121443	0	0	0	0	0	0	0.040698823	0	0	0	0	0	0	0	0	0	0.13635072	0.13189507	0.19954973	0	0	0.14179653	0.13571323	0.115884416	0.18462554	0.19055709	0.22136956	0	0.0579536	0.049540114	0.08340724	0.117389746	0	0.057786256	0.16227654	0.17871161	0.14307578	0.19688858	0.18679562	0.05444765	0.111835316	0	0.12453095
ADGRD1	0	0	0	0	0	0	0	0.059455212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037704863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04379024	0
ADGRE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03352054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034326036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRF5	0	0	0	0	0	0	0.06089083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02937242	0	0	0.036282238	0.054124784	0	0	0	0	0	0	0	0	0	0	0.06937108	0	0	0	0	0	0	0.028197639	0	0	0	0	0	0	0	0	0	0	0.052892562	0	0	0	0	0	0	0	0	0.061146107	0	0	0
ADGRL2	0	0	0	0	0	0	0	0	0	0	0	0	0.07513173	0	0.11508055	0	0	0	0	0	0.070599444	0	0	0	0	0.08028765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09881102	0	0	0	0	0	0	0	0	0	0	0	0	0.08998837	0	0	0	0
ADGRL3	0	0	0	0.06692638	0	0	0.072768115	0	0	0	0	0	0	0	0	0	0	0.09235321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084043115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1B	0	0	0	0	0.064577706	0	0	0.08693465	0	0	0.07017009	0	0	0	0	0.09072288	0.07337779	0	0	0	0	0	0.0903318	0	0.075533785	0	0	0.03438341	0.15217103	0.053735733	0	0.091590345	0	0.04111571	0.07429294	0.06291961	0	0.062143	0.06895996	0	0.064958386	0.12396775	0	0	0.03988923	0.043960147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046147253	0	0	0	0	0	0	0	0	0	0
